_000001   82  114     0.000   305.000
_000002   82  114     0.000   310.000
_000003   82  114     0.000   315.000
_000004   82  114     0.000   320.000
_000005   82  114     0.000   325.000
_000006   82  114     0.000   330.000
_000007   82  114     0.000   335.000
_000008   82  114     0.000   340.000
_000009   82  114     0.000   345.000
_000010   82  114     0.000   350.000
