_000001   82  114     0.000   155.000     5.000
_000002   82  114     0.000   160.000     5.000
_000003   82  114     0.000   165.000     5.000
_000004   82  114     0.000   170.000     5.000
_000005   82  114     0.000   175.000     5.000
_000006   82  114     0.000   180.000     5.000
_000007   82  114     0.000   185.000     5.000
_000008   82  114     0.000   190.000     5.000
_000009   82  114     0.000   195.000     5.000
_000010   82  114     0.000   200.000     5.000
