_000001   82  114     0.000   100.000
_000002   82  114     0.000   105.000
_000003   82  114     0.000   110.000
_000004   82  114     0.000   115.000
_000005   82  114     0.000   120.000
_000006   82  114     0.000   125.000
_000007   82  114     0.000   130.000
_000008   82  114     0.000   135.000
_000009   82  114     0.000   140.000
_000010   82  114     0.000   145.000
_000011   82  114     0.000   150.000
