_000001   82  114     0.000   205.000
_000002   82  114     0.000   210.000
_000003   82  114     0.000   215.000
_000004   82  114     0.000   220.000
_000005   82  114     0.000   225.000
_000006   82  114     0.000   230.000
_000007   82  114     0.000   235.000
_000008   82  114     0.000   240.000
_000009   82  114     0.000   245.000
_000010   82  114     0.000   250.000
