_000001   82  114     0.000   255.000
_000002   82  114     0.000   260.000
_000003   82  114     0.000   265.000
_000004   82  114     0.000   270.000
_000005   82  114     0.000   275.000
_000006   82  114     0.000   280.000
_000007   82  114     0.000   285.000
_000008   82  114     0.000   290.000
_000009   82  114     0.000   295.000
_000010   82  114     0.000   300.000
