_000001   82  114     0.000    55.000    15.000
_000002   82  114     0.000    60.000    15.000
_000003   82  114     0.000    65.000    15.000
_000004   82  114     0.000    70.000    15.000
_000005   82  114     0.000    75.000    15.000
_000006   82  114     0.000    80.000    15.000
_000007   82  114     0.000    85.000    15.000
_000008   82  114     0.000    90.000    15.000
_000009   82  114     0.000    95.000    15.000
_000010   82  114     0.000   100.000    15.000
